has_affiliate,has_sponsorships,has_merchandise,sponsorship_frequency,affiliate_frequency,merch_frequency,channel_id
False,False,False,0.0,0.0,0.0,UCDH70xAv1bBeaCt5Cc7a96A
False,False,False,0.0,0.0,0.0,UCBtEvaODmv8LMXvQs6EMEHA
False,False,False,0.0,0.0,0.0,UCwrqCKL72B10GdeuH6CmP3g
False,False,False,0.0,0.0,0.0,UCxEV58PJpZhoYN3L35_48Pg
False,True,True,0.02,0.0,0.02,UCTosgQvaBFbzVkx7qzi1tNw
False,False,False,0.0,0.0,0.0,UCe6rs1ze7rDxcGDbtCbYY1A
True,False,False,0.0,0.02,0.0,UCth85b503bJpdTiTM4U1aMA
True,False,False,0.0,0.06,0.0,UCZfR5BkmwGWdCov71DtyWOQ
False,False,False,0.0,0.0,0.0,UCH2cMLriCDcvb9Uq_2kf17A
False,False,False,0.0,0.0,0.0,UCwO-9tpNU8ThpeU0W2BXRiw
False,True,False,0.2,0.0,0.0,UC8eXqFK48M3bBSmMO1FRgIA
True,False,False,0.0,0.22,0.0,UC0kejkXg2LG-pFqAeWD_zLQ
True,False,False,0.0,0.18,0.0,UCXC3VvleQnzW0FCYE5wRPyQ
False,False,True,0.0,0.0,0.76,UCV5niMBkwuutS1Max1xF92A
False,True,False,0.2,0.0,0.0,UCv9SnlO00yVut6c7lDDv6aA
False,False,False,0.0,0.0,0.0,UCVO0Apef8jpQCg_tLW5BcIg
False,False,False,0.0,0.0,0.0,UCW05QegDy11rAFRhuyED-8A
False,False,False,0.0,0.0,0.0,UCyjsBkQ3rWlARQb9_UWqM5Q
False,False,False,0.0,0.0,0.0,UCYGL7NmDDnwILliGB4A9B0g
False,True,True,0.04,0.0,0.06,UCynFmFoRYWJcCOjVdkK53dA
False,False,False,0.0,0.0,0.0,UC2ypBaYnDvnlbzyAH8w2jsw
False,False,True,0.0,0.0,0.06,UC2GIHZpQiJy-8286f4lj_cg
True,True,False,0.02,0.08,0.0,UC16FcHSEVPwX4k_x5c5j_Qw
False,True,False,0.02,0.0,0.0,UC0JB7TSe49lg56u6qH8y_MQ
False,False,False,0.0,0.0,0.0,UC0HowZa_wwVoBQRKO3bwCeg
False,False,False,0.0,0.0,0.0,UCcDsCawgC3JqZLSj7DllRKg
False,False,False,0.0,0.0,0.0,UCbpIb7eGuCVFPfX6U-6z1Og
False,False,False,0.0,0.0,0.0,UCl4i6QsatTho9QJW50GbLAA
True,False,False,0.0,0.02,0.0,UCnTsUMBOA8E-OHJE-UrFOnA
False,False,False,0.0,0.0,0.0,UCn4M2FRFieSxnG8GDenWGvA
False,False,True,0.0,0.0,0.44,UCktMB3gUgaHW0lZGGim5aMQ
False,False,False,0.0,0.0,0.0,UCRj_BU95SebaRi2FziXEoTg
True,False,False,0.0,0.08,0.0,UCQCJppM-F5sDfMoym12K4Fw
False,True,False,0.12,0.0,0.0,UCzszIh4jH06kYp7k_DxhH5A
False,False,False,0.0,0.0,0.0,UCfAz3AA3Y2KWdU5h6ThrUnA
False,False,False,0.0,0.0,0.0,UCU3htIGQQ8vRjiL6EtJuUhQ
False,False,False,0.0,0.0,0.0,UCP456Szyc9zy-f0j3UoHzeg
True,True,True,0.02,0.4,0.18,UCg9BcSjR7l30TfgOvichwxw
True,True,True,0.02,0.02,1.0,UCg9w2x6EYbcxGiLeh8UTMdQ
False,False,False,0.0,0.0,0.0,UCOQVqG3fHwD7J5r2jUxZ8Xw
True,False,False,0.0,0.02,0.0,UCsjtadigSejJvFJOQh1myMw
False,False,False,0.0,0.0,0.0,UCOKmAISP9lvmyPIbtEELoVQ
False,False,False,0.0,0.0,0.0,UCiZC4ppUa90nhv4b4-WiZ5A
False,False,False,0.0,0.0,0.0,UCe5YkOlh2sy_JdRUDfge-lQ
False,True,False,0.02,0.0,0.0,UCeVefxaWBcjrvHxcc5EfIqw
False,False,False,0.0,0.0,0.0,UCHUTERc5j2hDSETAaO6Wq9Q
False,False,False,0.0,0.0,0.0,UChratm8_g--6XGqSAz7KF8g
False,False,False,0.0,0.0,0.0,UCidEd2BcvA2IepL05UZZPQw
False,False,False,0.0,0.0,0.0,UCK-dOKRI7bp0rucTlHl_Uqg
False,False,False,0.0,0.0,0.0,UClOLJaDx4UT24h9x0UJ3b9w
False,False,False,0.0,0.0,0.0,UCRqy4Iq88vWzASHxfJwaAqw
False,False,False,0.0,0.0,0.0,UC_0r3EheCnp-wVvndYDGviQ
False,False,False,0.0,0.0,0.0,UCID6HjNpI6M1E1cshNZKAYQ
False,True,False,0.18,0.0,0.0,UCKtix2xNNXdcEfEFnoOnvMw
False,False,False,0.0,0.0,0.0,UC45RIgJrjphua5ByFHye6Tw
False,False,False,0.0,0.0,0.0,UC3olVVu9LDgk4nwMYg24BlQ
False,True,False,0.02,0.0,0.0,UCT9lB1HNkTa41ws-G2tGwXw
False,False,False,0.0,0.0,0.0,UCdGwDjTgbSwQDZ8dYOdrplg
True,False,False,0.0,0.24,0.0,UC87z31KtTzrSdlzma_rUUNA
False,False,False,0.0,0.0,0.0,UChoyPLPxhJ3SgSbdRQ0m4RQ
False,True,True,0.04,0.0,0.02,UCCavwnxuPsx9m0nebBjyygg
False,True,False,0.02,0.0,0.0,UCDOK9vaq3FN2rOhfUiZvNuw
False,False,False,0.0,0.0,0.0,UCLAMW89zT-0yCbFW1egs6Ow
False,False,False,0.0,0.0,0.0,UC3uOXQfZsAU2NMrZxraw5Aw
False,False,False,0.0,0.0,0.0,UCDlhpNaiAWqQ0pwOWO4dPRQ
False,True,True,0.02,0.0,0.68,UCFWjEwhX6cSAKBQ28pufG3w
False,False,True,0.0,0.0,0.92,UCp1xCZ4ODNM2OJuKoBrghDA
False,False,False,0.0,0.0,0.0,UCi_mJkrv92Znc_qOoJMKZvA
True,False,False,0.0,0.06666666666666667,0.0,UC-8xdGqE5wBME-VU5eOMyaQ
True,False,True,0.0,0.04,0.04,UCC5jU7ID10iywmmMZIYdRmg
False,False,False,0.0,0.0,0.0,UCZUnnt32yurPuepH--IiS2g
True,False,False,0.0,0.02,0.0,UCug1cL7vmUvYooOjXyHjsxQ
False,False,True,0.0,0.0,0.22,UCBGDlQIq1hx5nSTIpWTsGAQ
True,False,False,0.0,0.02,0.0,UCpeRISqMt6AMyDiXqzYR4iA
False,True,False,0.04,0.0,0.0,UCMwT63drNuuHIZQ1kqqIhlg
False,True,False,0.02,0.0,0.0,UC0Z2kSgKAHFRmcoQAYLvOlw
True,True,True,0.44,0.08,0.92,UCto7D1L-MiRoOziCXK9uT5Q
True,False,False,0.0,0.94,0.0,UCfeviwU6C7kEjpOK4C6myuQ
True,True,False,0.06,0.6,0.0,UCNwF6rKhKBXsnND7fkxQZVw
True,False,False,0.0,0.74,0.0,UC4_HNKg_uDiGlVBnVbJTdYQ
False,False,False,0.0,0.0,0.0,UCuPFDJVGtY8rV3Oo9qOQZ0w
True,False,False,0.0,0.4,0.0,UCe2t5n3zdgHMVtYq3FC_wtA
True,True,True,0.48,0.54,0.54,UCe0RrttK67uph8PMQ9aibgQ
False,False,False,0.0,0.0,0.0,UCO85LCYxWJ0X1AUGufJ_Mug
False,False,False,0.0,0.0,0.0,UCRilkHfirLDan5wnpParllg
False,False,False,0.0,0.0,0.0,UCV6hWxB0-u_IX7e-h4fEBAw
False,False,False,0.0,0.0,0.0,UCtyokkUwxwy0ef1f6TLYFLA
True,True,False,0.04,0.02,0.0,UCzH-UT7eOGpsMC_al8ZQmOQ
False,False,False,0.0,0.0,0.0,UCYqdbnuvx-jJZByotoNW-5Q
False,False,False,0.0,0.0,0.0,UCW_LvHVgdSU8U1UzckIcKRA
False,False,False,0.0,0.0,0.0,UCb3hPBR4U2LzLSJI-xIkCyw
True,False,False,0.0,0.12,0.0,UC2D6eRvCeMtcF5OGHf1-trw
True,True,True,0.02,0.02,0.48,UCwmkLFteWUodZ1V0hb5_M3A
False,False,True,0.0,0.0,0.52,UCIvmsk_sRPG98hwSh2lFCFg
True,True,True,0.04,0.1,0.1,UCIyZiiHXIH7KkqfaDvBmG-Q
False,False,False,0.0,0.0,0.0,UCiT4lJYXVC5Ev8Mlp8o7-Zg
False,False,False,0.0,0.0,0.0,UCm8U1YwDyvcoAtr8a_9tLIA
False,False,False,0.0,0.0,0.0,UCls3qabo7xleFycGRSwr9Xg
False,False,True,0.0,0.0,0.92,UCj6ljqIWs4Sfk3TBIn1xP6Q
False,False,False,0.0,0.0,0.0,UCh-66IWf5lnUPd7QGJZ_-tQ
False,False,False,0.0,0.0,0.0,UCmfMTajxmbEKe0A1rQJ4p0A
False,False,False,0.0,0.0,0.0,UClgACcO56DNs3CrfCvTF-XA
False,False,False,0.0,0.0,0.0,UC-3YVzX5LZ6QHFnv_CmAHAA
False,False,False,0.0,0.0,0.0,UCTbXil1Ji0aSST1_4tE-9iw
False,False,False,0.0,0.0,0.0,UCt_bR6g0eNXme_G0oT5CG5g
True,False,False,0.0,0.06,0.0,UCUUKwFF6rhksqysQuAXFWgQ
False,False,False,0.0,0.0,0.0,UCK6aWaZl2HXEXBvGplDFxMg
False,False,True,0.0,0.0,0.64,UCMXol53kobgcRJhRNHCB_cA
False,False,False,0.0,0.0,0.0,UC-dxlCijk41ZxR2aUc3kinQ
False,False,False,0.0,0.0,0.0,UC-L3hxlAKcakdbodwagDuXQ
False,False,False,0.0,0.0,0.0,UC6Xa0Iajk6K4upBokplH-wA
True,False,True,0.0,0.02,0.02,UCqHazU9MlmVW366vMHYuoBg
True,False,False,0.0,0.52,0.0,UCQb0UG7RezmU8U7tVjLHxxg
False,False,False,0.0,0.0,0.0,UCnrzbKe9scnJGcqXjI_0DrQ
True,False,False,0.0,0.06,0.0,UCAPrhJwVweWZA8GEPoClSdw
False,True,False,0.4,0.0,0.0,UCSqlOW3cdLtgq7W68M0QSeQ
False,False,False,0.0,0.0,0.0,UCGGUhTNMq9ZrwVEqYbePHSA
False,False,True,0.0,0.0,0.02,UCUoB75KsVDKiZWDt8hejOpA
False,True,False,0.02,0.0,0.0,UC1myqQB33ECriZwu4jiVqCA
False,False,False,0.0,0.0,0.0,UCCv5Jy4-JAxvg11LX4VSoEQ
True,True,True,0.22,0.06,0.02,UC-v_XGitwPQchj__zn1NPiw
False,False,False,0.0,0.0,0.0,UCck4YyykoNPTUmXntpQrZrg
False,False,False,0.0,0.0,0.0,UCExx109KH5msQR0n52ZzyAw
False,False,False,0.0,0.0,0.0,UCw3kj0CLKMpHpDSDRCvEHXg
False,False,False,0.0,0.0,0.0,UC44_F0wx_Lb-qMIlInoUSLQ
False,False,False,0.0,0.0,0.0,UCRUq-x6ZUO2KqTjemGV02yw
False,False,False,0.0,0.0,0.0,UCMhDL-BLChwxDqvWCpoGVrQ
False,False,True,0.0,0.0,0.08,UC_dMh3n7hDlIA9aum5_QJGg
False,False,False,0.0,0.0,0.0,UCEIdmUwbBQKaFNJ76JThDvA
True,False,False,0.0,0.04,0.0,UCmsAwNJKAGI2ibq--B-unKw
False,False,False,0.0,0.0,0.0,UCe3y1E-zK9nCMUstlS5nTgQ
False,False,False,0.0,0.0,0.0,UCWbBpcfD_nLMCCohOXMzF_Q
False,False,True,0.0,0.0,0.04,UCTaShPsubqMP0IdcvzSTqeg
False,False,False,0.0,0.0,0.0,UCfIJut6tiwYV3gwuKIHk00w
True,True,False,0.08,0.04,0.0,UCCDdjn4dR9nsZYios67mHfg
False,False,True,0.0,0.0,0.02,UCdADIhED9-Plw02DwWqFPZA
False,False,True,0.0,0.0,0.3793103448275862,UCTPHtJFfbYst7EQwMXNrwCA
False,False,False,0.0,0.0,0.0,UCM7EG1_z6zNJdjAYsyTuCyg
False,False,True,0.0,0.0,0.045454545454545456,UCrT3z2qKYbdHxV_J_Znh7Xw
False,False,True,0.0,0.0,0.88,UCaSjCmtUbVvOnaVgDTN-bjA
True,False,False,0.0,0.28,0.0,UCuVIXN1cZ0npFwHp2-SxDSg
False,False,False,0.0,0.0,0.0,UCJdn7rGoYIG5p46HqxLimQg
False,True,False,0.05263157894736842,0.0,0.0,UCo7cU9dvnhzBr2Et2f8O4ww
False,True,True,0.02,0.0,0.02,UCGmAzForvf0sns_PjZhllSw
False,False,False,0.0,0.0,0.0,UCusJMmA2STV3Vb56tEfPdIA
True,False,False,0.0,0.02,0.0,UCAE7Doxo5WQRjLPz7JYa7Fw
False,False,False,0.0,0.0,0.0,UCtwzx1Q8-3e-3OEcpH_dfOA
False,False,False,0.0,0.0,0.0,UCKfyGu5NsF6_b85Q-akAJKg
False,False,False,0.0,0.0,0.0,UCLQKZVGgB2rey6qowZ8m7PQ
False,False,False,0.0,0.0,0.0,UC2B_Gccnl3eO_leShHAUPyA
False,False,False,0.0,0.0,0.0,UC1Q5iU8ODtqQjKFZgz8JAPg
True,False,False,0.0,0.025,0.0,UCJQtaCAhN4JgVTDR12oQrdw
False,False,False,0.0,0.0,0.0,UC3tIBijiJYb0PjOh_kr7DuA
False,True,False,0.02,0.0,0.0,UCj8MrQPTFj08bCg_G0WLFVg
True,True,True,0.06,0.16,0.98,UC70F5cxWj0AeZfbbjJg-eGg
False,False,False,0.0,0.0,0.0,UCL-ltQirVJ1rfyZyVz9EeoA
True,False,True,0.0,0.06,0.06,UCPkj1cFnReuPTDyKFuiRafg
False,True,True,0.02,0.0,0.02,UCPDExPQ09Vc6_Gj_Ga6MwKw
True,True,False,0.06,0.1,0.0,UC7t5OM0oKq_x8w4oXjxqeWw
True,False,False,0.0,0.08,0.0,UC1bOEwzdpWjYzctzuhEYFWg
False,False,False,0.0,0.0,0.0,UCVS0xBpOtXBAl12rdG67-OQ
False,False,False,0.0,0.0,0.0,UCIFhcYAGQwd-Sa3CwP4wSSg
False,False,False,0.0,0.0,0.0,UCtw3_wD_3WhrDTtqMdAyoxA
False,False,False,0.0,0.0,0.0,UCTUR0sVEkD8T5MlSHqgaI_Q
False,False,False,0.0,0.0,0.0,UCULN4pFp-FlahCVfTNEE3BA
True,False,False,0.0,0.16,0.0,UCmb2QRAjdnkse21CtxAQ-cA
False,False,False,0.0,0.0,0.0,UCZceliiH71OLw4t4HcvKKjw
True,False,True,0.0,1.0,0.24,UC9V_-gqJsZNOy4v_HqbRz3w
False,False,False,0.0,0.0,0.0,UCqFI5HaxLgqkw-Jy9PALBBg
False,False,False,0.0,0.0,0.0,UCO31rZS4_EDYJ8CGXiRZdxg
False,False,False,0.0,0.0,0.0,UCQTSPvedK8XLLqXpHVvNLGA
False,False,False,0.0,0.0,0.0,UCZ2h0d4tP0R8klduwj-_bDQ
True,True,True,0.06,0.04,0.98,UCtghAMGOpNxMheOfWRRMe6A
False,False,False,0.0,0.0,0.0,UC3ux-QuJyWnEuEjzksKgnpQ
False,False,True,0.0,0.0,0.04,UCffk6c4O1qGsbKtOTWhzq_A
True,False,True,0.0,1.0,1.0,UCJFLSBWL0djrsOrtpTuNIsw
False,True,True,0.12,0.0,0.46,UCEqT_Q5_ijLOcVv930jSimg
False,False,False,0.0,0.0,0.0,UCCNyeUr-yOwdoVzmb_CDITg
False,False,False,0.0,0.0,0.0,UCpjFHKuH-BQELT8lj85vmRw
False,False,False,0.0,0.0,0.0,UCdmVcHoO7Wob6cLtd9yE6ZA
False,False,False,0.0,0.0,0.0,UCa0KGSlgNPAvIrof7rIj8Zw
False,False,False,0.0,0.0,0.0,UCafxR2HWJRmMfSdyZXvZMTw
True,True,True,0.06,0.06,0.04,UC-qCk_BLmR4PmwWSz9e0vuA
False,False,False,0.0,0.0,0.0,UCa5MTgY_WnOseKbIoBbp5iQ
False,False,False,0.0,0.0,0.0,UCc4gRTqmGZpxS4S-kmGDJ0w
False,False,False,0.0,0.0,0.0,UC5AbeVUBxt1NnrwizXZBMcg
False,False,False,0.0,0.0,0.0,UCU0NSOfSlj_sgNbBxrV8eZg
False,False,False,0.0,0.0,0.0,UCAhHCU3yxj5Q5qzeHsAPwmA
False,False,False,0.0,0.0,0.0,UCvayZDkq6wTj5EQtulrpgZA
False,False,True,0.0,0.0,0.94,UChz00vupzP_mNPIYD8GSmBw
False,False,False,0.0,0.0,0.0,UC_cznB5YZZmvAmeq7Y3EriQ
False,False,True,0.0,0.0,0.02,UC3GX5S7NSPoq33w3rgoC93w
False,False,False,0.0,0.0,0.0,UCo83OnV1SoOZHPQd1UNMx-g
False,False,False,0.0,0.0,0.0,UCE2IKH8vYeRHLgaxFu0Paxw
True,False,True,0.0,0.9,0.9,UCptL6_qMImyW_yZwiMjQdpg
False,False,False,0.0,0.0,0.0,UCaFw9cH80hvRyLaxBB9ANWQ
True,True,False,0.02,0.8,0.0,UCBrY2UkXYINiBW_-Zj-jsew
False,False,False,0.0,0.0,0.0,UCOCs7lAn_5fZWhnqMOOYfXQ
False,False,True,0.0,0.0,0.18,UCKRw8GAAtm27q4R3Q0kst_g
False,False,False,0.0,0.0,0.0,UC2erC3dMksOeJ5Qh-6Biljg
False,True,True,0.02,0.0,0.94,UCCQD_KW6WZYQ3hgJmqXYonQ
False,False,False,0.0,0.0,0.0,UCT2WzoaVH7FLuIOze-nk3Ow
False,True,True,0.2,0.0,0.02,UCHfPdH_yrwLVstxYiyT5Gvw
True,False,True,0.0,0.02,0.02,UCv8yAO6UKIzMEWCLzKnIbuA
True,False,False,0.0,0.02,0.0,UCQ4dS_JStXcK3A30isduBbg
True,False,False,0.0,0.08,0.0,UCUCfpsXkgfx9rdkYXNAgDSQ
True,False,False,0.0,0.1,0.0,UCnX9bUmrW5AI0Kr1C1IqBsQ
False,False,False,0.0,0.0,0.0,UC0ruj5MYiycWcsw1n1RYsYQ
False,False,False,0.0,0.0,0.0,UCwS9IeUbQdOrTVluMv_P8gA
True,True,True,0.02,0.16,0.02,UCS4WYZJ72dCoH6JArcrXdhg
False,False,False,0.0,0.0,0.0,UCW0rqnEt1YiuhM7I28l6L2g
False,False,True,0.0,0.0,0.12,UChcWP_waPfwVjgqoGpG6J0g
False,False,False,0.0,0.0,0.0,UCh9J-RX5wpjjJdYZ3WVkrYg
False,False,False,0.0,0.0,0.0,UCgjKoxF0smCvd0JpraXRXCw
False,False,False,0.0,0.0,0.0,UCfUjlJqxSgBBHZ52YHXxUpw
False,False,False,0.0,0.0,0.0,UCHoXdGHIUvRVdYcG9cvrhvA
False,True,False,0.02,0.0,0.0,UCFOStcorp34JSwYTaTZB1oQ
False,False,True,0.0,0.0,0.04,UC4HWSysmhfJG4X8GUk9PTXA
False,False,True,0.0,0.0,0.06,UC736ropsqGan0ezGMQDx-Zg
False,False,False,0.0,0.0,0.0,UCUc_E0EITNf0dYWSJJSwuhA
True,False,True,0.0,0.3,0.06,UCDpL0v-Ifie7u05lbfO3zJQ
False,False,False,0.0,0.0,0.0,UCzunKEAlddjLfVVceIAXBSg
True,True,True,0.02,0.1,0.26,UCZHmFjS0jiocsfZBEANGhpw
False,False,True,0.0,0.0,0.98,UCXM3bbtKUoJy5Rap-bK_aWg
False,True,False,0.02,0.0,0.0,UCY0fRjtcxxTx214yEHNJiiQ
True,False,False,0.0,0.04,0.0,UCJF7-ssT62pZ5f0I-VBhksg
False,False,False,0.0,0.0,0.0,UCJadKNYMahhqtdAhDZSy4cg
False,False,True,0.0,0.0,1.0,UCiW7-IEQCTqS9l7223whHZA
False,False,False,0.0,0.0,0.0,UCUNXGTGKKR3LdlvuwQlT60Q
False,True,False,0.02,0.0,0.0,UCvTzEmkbDC4BEcZgBIPwL-A
False,False,True,0.0,0.0,0.7058823529411765,UChJVzMMn62Cd4E6Oohtia-Q
True,False,True,0.0,1.0,1.0,UCsHlla-bq0C_2OtEy8s2_Sg
False,False,False,0.0,0.0,0.0,UCKHKBrh1pmLOsYBuVm13J4w
False,False,False,0.0,0.0,0.0,UCWPuCBWzfTIP3N4m8BNcRgA
True,False,False,0.0,0.02,0.0,UCjNE_PwYInBk1jbLBtScwPg
False,False,False,0.0,0.0,0.0,UCXvtBcPC2VvaES7XcU5sLPA
False,False,False,0.0,0.0,0.0,UCFWi9aUuK7oFksfbWObwcIQ
False,False,False,0.0,0.0,0.0,UCXZNBghXya0Hqe7USA4svrw
False,False,False,0.0,0.0,0.0,UCzgyo1MvMJwmsr3T0mblNZg
True,False,True,0.0,0.02,0.02,UC5t8u4kpE0WvLxkPWIp8n-g
False,False,True,0.0,0.0,0.04,UC7gg0mPaQWi1Y0Eymm5IyGA
False,False,False,0.0,0.0,0.0,UCaeVZSq_5JdzV_jJHQJpCPw
False,False,False,0.0,0.0,0.0,UCVvIUscezXgCDM35rY1fAww
True,True,True,0.3,0.94,0.02,UCfpbDgJez7lIweqI3TO2rRw
False,False,False,0.0,0.0,0.0,UC8rG6WvR1SZLkSTjIJe3f-g
False,False,False,0.0,0.0,0.0,UCebTyz5lDoxp9OHGmGPe4Zg
False,False,False,0.0,0.0,0.0,UC9vgsMOJgWd8Uo1g0tJQ2wQ
False,False,True,0.0,0.0,0.02,UC3VShdRR6vAp2FZIqoS4N1w
False,True,False,0.04,0.0,0.0,UC34G_1YCZFoMhXBjUMfkymg
False,False,False,0.0,0.0,0.0,UCoI2HuJP6NHFk9kRZstmAug
False,False,False,0.0,0.0,0.0,UCxKe4i-V3vg-aBrWQtrpNbg
False,False,False,0.0,0.0,0.0,UClj1qXQJzFEIq6prVsApR1w
True,False,False,0.0,0.54,0.0,UCQo7Kkt6UOnPP114Xwi5Qeg
True,True,True,0.02,0.98,0.88,UC-b9eaX0_9Wz0ug1fmx-YfQ
False,False,False,0.0,0.0,0.0,UC0FgCZuxh5LGmgzE9CMy9Uw
True,True,False,0.04,0.02,0.0,UCL90rHG5kPn1jBWAIe9XP8g
True,True,True,0.02,0.52,0.46,UCwfauJWHgVXBZULOXNEbkOw
False,False,False,0.0,0.0,0.0,UCPJlH5ReGnZlTwLhFecuzbQ
False,False,False,0.0,0.0,0.0,UCb6t3z1pZIpVs_SklPT1jeQ
False,False,True,0.0,0.0,0.26,UCyee8AQyV6g2SGwRjghFb_g
True,False,False,0.0,1.0,0.0,UCcGDKfsq8XlbjfpmcTMqi6Q
False,False,False,0.0,0.0,0.0,UCSecgeLcJ6qXmE-tgOMYM1Q
False,False,False,0.0,0.0,0.0,UCXYhmrCQXNZbR4VbsNgpCiA
True,True,False,0.08,0.2,0.0,UCgyvzxg11MtNDfgDQKqlPvQ
True,False,False,0.0,1.0,0.0,UCdOA82A5LNe4sXDw-Li4kwA
False,False,False,0.0,0.0,0.0,UCpjfT9Y0BrdwxfvIhkSfRIw
False,False,True,0.0,0.0,0.02,UCEBpWg24ERAQlJDn0IvyF4Q
False,False,False,0.0,0.0,0.0,UCF8kyKwvtfrZw7wfKVAvTSw
False,False,False,0.0,0.0,0.0,UC_d484vmQEagsWQKbvA8QTQ
True,True,False,0.04,0.02,0.0,UCdf6WtVkThVyEFARiUbr5yQ
True,False,False,0.0,1.0,0.0,UCZlAwnm7YLWxQtdDZiSWaJA
False,False,False,0.0,0.0,0.0,UCtoURJvRdVfT2APGqLOt0nA
False,False,False,0.0,0.0,0.0,UCYVyQv2rUtCMxJAFSuOSpmg
False,False,False,0.0,0.0,0.0,UCnwuVNhrwtxnGEbwkxuK6Sw
False,False,False,0.0,0.0,0.0,UCecZjWDAvsoDPE60tVEaQnA
False,True,False,0.02,0.0,0.0,UCD-1jAmL42qnEszozefaa1g
False,False,False,0.0,0.0,0.0,UCk1deMsj4wVP37JazSqV5og
True,False,False,0.0,0.8,0.0,UCVzSZP3dBEsS5qZAhYJr9lA
True,False,False,0.0,0.38,0.0,UC4ZHS3KjZWcUZiN_QpZ981A
True,False,False,0.0,0.1,0.0,UC7ymj9d5HO-sLh2AnyILAiQ
False,True,False,0.08,0.0,0.0,UC3N6Rrx3eTcJ4A5QRs2WRHw
False,False,False,0.0,0.0,0.0,UC2QuVmFSLlJIuK_CP99VSlQ
False,False,False,0.0,0.0,0.0,UC2juHk2GAbgAuhMzg5FF0bA
False,False,False,0.0,0.0,0.0,UC3-pKUT5m5uOedhRAxrlxFg
True,False,True,0.0,0.78,0.78,UCybBViio_TH_uiFFDJuz5tg
True,True,False,0.04,0.18,0.0,UC2Ex6mz9I0DS92uVoW6pfSg
False,False,False,0.0,0.0,0.0,UCY2pz-Oz34HSDP6-1mgz7Hg
False,True,False,1.0,0.0,0.0,UCz0HuYLdYyM-oYyrn-tnpXg
False,False,False,0.0,0.0,0.0,UC6O0y3o3wxuKTusgd8N-0bQ
True,False,False,0.0,0.02,0.0,UCa31yJCxmmRfTUIMYrUQ3ew
False,False,False,0.0,0.0,0.0,UC8WflNvMem7FJKbeFuw5jFQ
False,False,False,0.0,0.0,0.0,UCLUXOvi9mq90L7wlfBisTRA
False,True,True,0.02,0.0,0.02,UCZCAoohc7pFavKnOBGSoGQQ
True,True,False,0.08,0.98,0.0,UCa-ckhlKL98F8YXKQ-BALiw
False,True,False,0.02,0.0,0.0,UCxUp7o-KYIygfaw4UOZ8ebQ
True,True,True,0.02,0.12,0.04,UC3U5HoHRrkWNSTnaaXMYrNA
False,False,False,0.0,0.0,0.0,UCOPPIX8eyvkpcA0v_pSNxTg
False,False,True,0.0,0.0,0.02,UC6k_GngLDtxbkUlZOq6_h5g
False,True,False,0.02,0.0,0.0,UCnnTFaybEBgDBipNUYqROLw
False,False,False,0.0,0.0,0.0,UCHDXZPnrdOY6VbA3zL4l4MQ
False,False,False,0.0,0.0,0.0,UCAmt29QykFXnuIqQoEEnEFg
False,False,False,0.0,0.0,0.0,UCNZiLSWEExXh89mNFI9Q_eg
False,False,False,0.0,0.0,0.0,UCrpbGiOxH_05q9Ec5Rj3zOA
False,False,False,0.0,0.0,0.0,UCYHYg6KrfdtjEn5JF1rcJeQ
False,False,False,0.0,0.0,0.0,UCtKcT_D10gnD_d78EQbcQ2w
False,False,False,0.0,0.0,0.0,UC-2RdmOxUZLZFVPRe6oQ1oQ
False,False,False,0.0,0.0,0.0,UCTRUk7orDOfqBBQ_aAZiT8g
False,False,False,0.0,0.0,0.0,UCye0eaAcpt36YU5Ew4x5eKQ
False,False,True,0.0,0.0,0.05263157894736842,UCC-slLJZ4p4HOznMUcFn_2g
False,False,False,0.0,0.0,0.0,UCzDwEvnc9894gHEU-QJrY0w
False,False,False,0.0,0.0,0.0,UC7LV9AabCw4jTwrQFrQycyA
False,False,False,0.0,0.0,0.0,UCj7wKsOBhRD9Jy4yahkMRMw
False,False,False,0.0,0.0,0.0,UCWKes6ZQ0e9Uwvlpi8Ng85g
False,False,False,0.0,0.0,0.0,UCUBYHxfhpoDKcel_aAm51wg
False,False,False,0.0,0.0,0.0,UCDJ0CmKqJPdsg5kth9r9vFQ
False,True,False,0.12,0.0,0.0,UCq-vSTqa-OPeMzx5fjH9w_w
False,False,False,0.0,0.0,0.0,UCmxXNp3EErSfvSXti76x3hA
False,False,False,0.0,0.0,0.0,UCaXfKGwa4rxv9vrRss0NkJw
False,False,False,0.0,0.0,0.0,UC8NVCDv3NZhNtkOtJvWpoGQ
False,False,False,0.0,0.0,0.0,UCe_cL_BVwgTu3KnGRutE1gQ
False,False,True,0.0,0.0,0.02,UCpy5RCOLhiPC4cNqb1P01mA
False,False,False,0.0,0.0,0.0,UC-H66WoRQeEKWoXXjRHiSgg
True,True,True,0.14,0.08,0.02,UC0uHB4d6u0jIJSgPC3WzBFw
True,False,False,0.0,0.04,0.0,UC0S5w-TQJywcsni8ZMzgqkg
False,False,False,0.0,0.0,0.0,UCH1dpzjCEiGAt8CXkryhkZg
False,False,False,0.0,0.0,0.0,UCpnYqtkqswSrZyg0NNXNMgA
True,False,False,0.0,0.98,0.0,UCAVgKTAg-h8jlMTPKgKsXSQ
False,False,True,0.0,0.0,0.02,UCjbBvjyswaxmo-ISXoYql0Q
True,True,True,0.24,0.92,0.04,UCL-019jclyQT5ngcf_RoALw
